Вид нерухомого майна,Місцезнаходження обʼєкта,Загальна площа (кв.м),Реєстраційні дані,Дата набуття речового права,Сума витрат на отримання речового права (грн),Вид речового права,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Тип власника,Партія,Дата,Квартал,Рік
Приміщення,"Кіровоградська обл., Новоархангельський р-н, смт Новоархангельськ, вул. Слави, буд. 61/36",18.99,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Олександрівський р-н, смт Олександрівка, вул. Коцюбинського, буд. 4",10.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Онуфріївський р-н, смт Онуфріївка, вул. Центральна, буд. 44",12.0,,01.01.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Петрівський р-н, смт Петрове, вул. Центральна, буд. 31",23.31,,31.12.2020,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Устинівський р-н, смт Устинівка вул. Ювілейна, буд. 6",20.0,,04.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"Кіровоградська обл., Новоукраїнський р-н, м. Новоукраїнка, вул. Соборна, буд. 50/2",27.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Київ, Спортивна площа 3, нежитлові приміщення з №1по №16(групи приміщень №1)",150.0,,22.05.2020,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"м. Київ, вул. Турівська, буд. 13, літера ""Б""",10.2,,01.04.2020,0,Безоплатне користування,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Тернопіль, бульв. Шевченка, буд. 23",73.9,,12.09.2012,192660.49,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Тернопіль, бульв. Тараса Шевченка, буд. 23",21.0,,23.01.2013,54642.13,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Запорізька обл., м. Запоріжжя, ВУЛИЦЯ КОСМІЧНА, буд. 119",10.2,,01.08.2020,5154,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлове приміщення,"Херсонська обл., м. Херсон, просп. 200 років Херсона, буд. 31",32.5,,01.01.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Дніпро, вул. Михайла Грушевського, буд. 8",213.0,,23.04.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Дніпропетровська обл., м. Камʼянське, вул. Республіканська, буд. 9А, оф. 301",36.2,,01.10.2020,,Суборенда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Приміщення,"м. Дніпро, пр. Олександра Поля, буд. 84А, кв. 4",17.5,,17.02.2021,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Дніпро, вул. Героїв Крут, буд. 16",25.4,,01.01.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Дніпро, вул. Героїв Крут, буд. 16",23.1,,01.12.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Дніпро, вул. Калинова, буд. 72",30.0,,01.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Дніпропетровська обл., Павлоградський р-н, с. Вербки, вул. Матросова, буд. 1",27.1,,15.03.2021,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Івано-Франківськ, вул. Кконовальця, буд. 7, корпус Б",70.0,,10.02.2019,,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А",55.9,,12.10.2018,491979,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"м. Івано-Франківськ, вул. Василіянок, буд. 62А, кім. 14",55.3,,01.09.2020,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"Полтавська обл., ., м. Хорол, вул. Незалежності, буд. 88, корпус 2",29.79,,12.10.2017,,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Нежитлова будівля,"м. Полтава, вул. Конституціі, буд. 11, оф. 2",10.0,,01.01.2021,,безоплатне користування ,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
Офіс,"Миколаївська обл., Вознесенський р-н, м. Южноукраїнськ, вул. Дружби Народів, буд. 6",54.0,,01.04.2019,,оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",35.0,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",39.6,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Володимир-Волинський, вул. Ковельська, буд. 29",52.2,,20.08.2018,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Горохів, вул. Незалежності, буд. 2",25.0,,25.03.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Камінь-Каширський р-н, м. Камінь-Каширський, вул. Шевченка, буд. 5",8.5,,01.01.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Ківерцівський р-н, м. Ківерці, вул. Незалежності, буд. 2",47.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Локачинський р-н, смт Локачі, вул. Луцька, буд. 2",13.8,,01.05.2020,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Любешівський р-н, смт Любешів, вул. Свободи, буд. 24",18.3,,22.06.2020,25266,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Любомльський р-н, м. Любомль, вул. Незалежності, буд. 20",28.0,,01.08.2020,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Маневицький р-н, смт Маневичі, вул. Горького, буд. 9",18.0,,01.03.2021,0,Оренда,,,Фізична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Ратнівський р-н, смт Ратне, вул. Центральна, буд. 42",12.0,,01.01.2021,170397,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Старовижівський р-н, смт Стара Вижівка, вул. Незалежності, буд. 83",22.0,,01.02.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Турійський р-н, смт Турійськ, вул. Луцька, буд. 16",16.3,,20.05.2020,99397,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., Шацький р-н, смт Шацьк, вул. Степана Шковороди, буд. 13",52.0,,01.10.2018,10977,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Луцьк, вул. Набережна, буд. 2",36.0,,01.05.2021,0,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
нежитлове приміщення,"Волинська обл., м. Нововолинськ, бульв. Шевченка, буд. 7/1",10.3,,18.05.2021,55406,Оренда,,,Юридична особа,БАТЬКІВЩИНА,2021-06-30,2,2021
